CustomerID,InvoiceNo,InvoiceDate,Amount
C030,1181,2025-02-04,1105.23
C023,1182,2025-06-24,1609.99
C025,1183,2024-05-11,1488.65
C011,1184,2024-01-24,959.77
C065,1185,2025-11-15,357.45
C084,1186,2025-07-05,1600.72
C050,1187,2025-12-29,410.39
C001,1188,2025-04-08,1253.2
C013,1189,2024-03-18,957.97
C058,1190,2025-01-29,1178.12
C075,1191,2024-10-22,845.21
C051,1192,2024-01-25,636.56
C029,1193,2024-05-26,387.6
C061,1194,2024-06-24,1070
C069,1195,2024-08-07,1266.27
C088,1196,2025-12-18,1685.81
C042,1197,2025-11-15,824.36
C087,1198,2024-08-06,1908.18
C016,1199,2024-09-24,720.48
C011,1200,2025-08-01,531.35
C061,1201,2024-11-24,1697.52
C076,1202,2025-12-04,1754.07
C050,1203,2024-01-30,1174.03
C075,1204,2024-05-18,1671.07
C086,1205,2024-12-28,332.93
C083,1206,2025-01-21,464.4
C022,1207,2024-04-03,196.66
C033,1208,2024-05-12,1970.58
C036,1209,2024-02-08,476.73
C099,1210,2025-02-10,1099.86
C076,1211,2024-12-30,888.56
C009,1212,2024-04-30,1357.27
C040,1213,2024-06-10,936.41
C016,1214,2025-06-19,502.59
C098,1215,2024-06-01,160.99
C080,1216,2024-11-24,1491.57
C092,1217,2024-07-27,694.2
C063,1218,2025-04-09,642.87
C088,1219,2024-11-25,106.35
C010,1220,2025-11-24,1358.13
C075,1221,2025-05-24,779.65
C066,1222,2024-01-27,1811.36
C059,1223,2025-04-28,274.27
C001,1224,2024-11-09,1930.32
C077,1225,2024-07-14,201.53
C051,1226,2025-01-21,1310.54
C081,1227,2024-03-21,1683.03
C046,1228,2025-10-29,1428.31
C068,1229,2025-11-18,1105.99
C015,1230,2024-01-21,1972.86
C003,1231,2024-04-30,1170.79
C026,1232,2025-06-05,938.22
C007,1233,2024-08-09,186.45
C065,1234,2025-11-29,1910.34
C088,1235,2024-07-15,1038.3
C055,1236,2024-04-25,97.08
C067,1237,2025-03-26,1668.56
C051,1238,2025-01-03,905.92
C075,1239,2025-04-04,932.27
C007,1240,2025-04-16,1963.07
C023,1241,2024-10-02,262.37
C023,1242,2024-10-03,1920.69
C052,1243,2025-10-12,1245.73
C070,1244,2024-09-27,1492.69
C025,1245,2024-04-05,1498.78
C040,1246,2024-09-20,1132.28
C059,1247,2024-04-23,700.49
C063,1248,2024-09-02,447.5
C039,1249,2024-09-06,740.57
C010,1250,2024-11-23,209.87
C093,1251,2024-04-16,1629
C090,1252,2024-09-29,1386.42
C076,1253,2024-10-25,1254.22
C032,1254,2024-08-24,1495.26
C060,1255,2025-09-09,179.36
C058,1256,2025-06-04,1700.85
C004,1257,2025-08-05,233.07
C093,1258,2025-07-02,1053.77
C072,1259,2025-05-23,1452.56
C052,1260,2025-01-24,692.55
C004,1261,2024-01-18,1460.51
C005,1262,2024-06-25,325.25
C051,1263,2024-08-21,1533.76
C059,1264,2025-11-06,840.21
C084,1265,2024-04-18,309.65
C004,1266,2025-11-03,1770.11
C012,1267,2025-02-14,1222.37
C033,1268,2025-08-26,1123.22
C014,1269,2024-10-14,1800.39
C017,1270,2024-01-08,178.94
C087,1271,2025-08-13,1160.47
C040,1272,2025-02-21,1255.83
C054,1273,2024-03-16,177.51
C027,1274,2025-06-10,1566.2
C097,1275,2024-03-19,1051.98
C011,1276,2024-01-01,568.97
C003,1277,2025-08-13,590.37
C029,1278,2024-03-25,1200.27
C043,1279,2024-06-01,838.87
C061,1280,2024-08-27,708.67
C072,1281,2025-04-04,1893.31
C003,1282,2025-10-03,1769.54
C028,1283,2024-11-22,1270.82
C044,1284,2024-03-07,78.4
C049,1285,2024-05-24,862.85
C057,1286,2024-11-20,198.36
C007,1287,2024-06-09,1864.04
C082,1288,2024-01-23,440.04
C096,1289,2025-06-09,743.15
C009,1290,2025-09-17,1230.71
C059,1291,2024-01-04,83.04
C091,1292,2025-12-20,222.17
C054,1293,2024-07-08,331.65
C016,1294,2025-01-05,1820.88
C071,1295,2024-06-13,1139.32
C012,1296,2024-10-13,797.11
C020,1297,2024-02-29,1122.16
C011,1298,2025-06-23,130.85
C075,1299,2025-08-22,738.02
C098,1300,2025-09-02,396.06
C061,1301,2025-10-22,604.8
C074,1302,2024-08-15,1216.83
C025,1303,2024-11-24,1528.3
C090,1304,2025-08-02,635.16
C022,1305,2025-07-16,1078.91
C055,1306,2024-03-21,1626.29
C079,1307,2025-09-26,819.54
C085,1308,2024-04-10,492.02
C045,1309,2024-08-26,1916.8
C092,1310,2025-04-23,1864.05
C049,1311,2025-11-26,1920.79
C016,1312,2025-08-19,970.18
C010,1313,2025-01-27,677.86
C072,1314,2025-12-20,1187.95
C072,1315,2024-04-13,899.48
C045,1316,2024-09-10,293.93
C068,1317,2025-05-13,1186.29
C061,1318,2025-01-10,1170.17
C003,1319,2024-01-29,1521.23
C094,1320,2025-06-23,144.42
C015,1321,2024-12-30,208.4
C091,1322,2024-02-01,1681.19
C084,1323,2025-11-21,1066.11
C084,1324,2024-11-23,1072.22
C028,1325,2024-08-17,378.28
C095,1326,2025-05-25,81.1
C011,1327,2025-05-03,1984.38
C015,1328,2025-04-26,1489.11
C016,1329,2024-12-13,1666.96
C011,1330,2025-05-10,566.82
C037,1331,2024-02-13,648.45
C032,1332,2024-08-01,867.7
C021,1333,2025-12-25,1330.73
C003,1334,2024-01-16,1821.11
C069,1335,2025-07-07,367.57
C089,1336,2024-03-12,996.01
C050,1337,2025-03-03,1103.01
C082,1338,2025-04-27,693.32
C017,1339,2025-10-19,1385.66
C002,1340,2024-01-01,1329.86
C028,1341,2025-04-30,1243.39
C024,1342,2024-08-31,410.41
C066,1343,2025-09-02,1582.92
C015,1344,2024-01-03,1125.33
C054,1345,2025-02-19,317.28
C001,1346,2025-06-12,442.35
C011,1347,2025-05-07,219.41
C007,1348,2025-07-10,1867.71
C066,1349,2025-02-27,1422.92
C017,1350,2024-02-04,1233.75
C081,1351,2025-04-21,1582.37
C076,1352,2024-07-25,970.75
C035,1353,2025-03-03,1441.76
C082,1354,2024-03-25,1892.42
C100,1355,2024-12-19,1964.66
C061,1356,2024-02-21,1789.01
C023,1357,2024-07-14,101.01
C023,1358,2024-04-01,1418.47
C010,1359,2024-12-10,197.35
C030,1360,2024-02-11,152.7
C052,1361,2025-11-26,1026.14
C052,1362,2024-11-23,375.51
C080,1363,2025-03-07,831.43
C081,1364,2025-08-18,1693.21
C056,1365,2025-03-09,1585.19
C080,1366,2024-06-30,292.22
C009,1367,2025-08-04,85.81
C091,1368,2024-05-11,308.04
C075,1369,2024-09-08,1630.33
C089,1370,2025-09-15,406.58
C081,1371,2025-01-15,628.69
C092,1372,2025-05-27,1529.85
C028,1373,2024-03-18,1202.33
C026,1374,2025-03-31,1564
C079,1375,2025-05-31,195.12
C033,1376,2025-09-14,344.45
C062,1377,2024-02-09,1408.58
C033,1378,2024-01-03,1047.91
C079,1379,2024-06-11,1148.82
C092,1380,2024-07-15,1917.56
C036,1381,2024-07-23,1155.72
C029,1382,2024-04-15,1747.62
C085,1383,2025-08-01,688.61
C082,1384,2025-04-13,1004.06
C041,1385,2024-01-31,899.05
C049,1386,2025-06-12,238.74
C076,1387,2025-10-20,1213
C084,1388,2024-11-11,1901.9
C067,1389,2024-03-02,610.86
C070,1390,2024-11-11,1312.52
C082,1391,2025-10-05,1081.04
C020,1392,2024-07-26,1833.28
C099,1393,2024-10-08,1373.92
C043,1394,2025-08-16,611.26
C016,1395,2025-07-26,399.97
C048,1396,2024-10-23,1929.93
C041,1397,2024-01-16,1392.03
C072,1398,2024-05-31,1370.8
C093,1399,2025-04-13,1667.34
C053,1400,2024-10-18,1644.62
C001,1401,2024-03-30,1425.51
C025,1402,2024-10-27,1279.19
C040,1403,2025-01-29,1694.64
C004,1404,2024-05-05,1785.83
C044,1405,2025-01-14,811.82
C083,1406,2025-04-15,1970.56
C077,1407,2024-09-26,729.3
C070,1408,2024-08-30,1441.05
C096,1409,2024-10-19,1549.42
C093,1410,2024-04-20,820.13
C067,1411,2024-01-01,1069.69
C077,1412,2025-04-23,1904.37
C074,1413,2024-08-23,582.25
C052,1414,2024-03-25,448.67
C032,1415,2024-10-05,910.53
C009,1416,2024-05-17,1870.37
C013,1417,2025-05-09,382.67
C072,1418,2025-11-07,1579.66
C077,1419,2024-12-19,1393.11
C058,1420,2024-07-29,1846.49
C006,1421,2024-04-18,1459.33
C079,1422,2025-12-02,314.67
C034,1423,2025-07-14,1549.72
C022,1424,2025-05-04,120.19
C036,1425,2025-12-12,1198.98
C010,1426,2024-01-04,1613.16
C026,1427,2024-11-06,306.59
C099,1428,2025-06-04,838.74
C023,1429,2025-08-07,1791.06
C065,1430,2024-06-22,501.03
C014,1431,2024-03-26,1451.29
C072,1432,2025-04-29,741.92
C025,1433,2024-12-06,1319.57
C040,1434,2025-07-25,409.9
C030,1435,2024-01-08,1008.97
C078,1436,2024-12-24,194.86
C034,1437,2024-01-22,1680.76
C096,1438,2025-05-27,235.8
C017,1439,2025-05-16,435.1
C039,1440,2025-08-23,1918.26
C008,1441,2025-01-30,1382.37
C025,1442,2025-02-23,1301.52
C035,1443,2024-10-30,852.96
C075,1444,2025-02-06,1117.13
C023,1445,2024-07-02,770.06
C046,1446,2024-01-09,1379.9
C032,1447,2025-11-27,1083.77
C036,1448,2024-11-08,1711.63
C096,1449,2025-03-28,1144.7
C014,1450,2025-09-25,856.51
C017,1451,2025-10-18,1328.71
C030,1452,2024-05-11,621.78
C070,1453,2025-02-16,434.4
C029,1454,2024-03-14,1908.43
C018,1455,2024-11-19,171.29
C040,1456,2024-07-26,805.39
C024,1457,2024-11-03,861.63
C069,1458,2025-09-07,79.03
C002,1459,2025-08-16,1548.85
C094,1460,2025-01-25,1235.79
C093,1461,2024-10-06,450.25
C096,1462,2025-08-19,677.69
C064,1463,2024-05-10,390.62
C088,1464,2024-12-19,538.03
C034,1465,2025-01-29,884.75
C029,1466,2025-01-18,107.14
C096,1467,2024-07-22,149.96
C003,1468,2025-03-26,804.58
C053,1469,2024-11-20,954.56
C052,1470,2024-03-25,1756.12
C073,1471,2025-08-08,880.71
C100,1472,2025-07-18,632.46
C079,1473,2025-12-25,530.01
C065,1474,2025-11-12,1707.12
C017,1475,2024-12-18,1177.43
C088,1476,2025-02-02,361.43
C061,1477,2024-02-02,255.55
C050,1478,2024-08-31,554.29
C069,1479,2025-04-20,825.26
C007,1480,2025-06-08,1249.55
C039,1481,2025-03-31,1384.58
C049,1482,2024-02-24,1667.93
C023,1483,2025-08-05,672.86
C040,1484,2024-03-27,1366.1
C029,1485,2024-11-30,1533.26
C067,1486,2025-05-23,491.11
C049,1487,2025-03-19,1289.54
C095,1488,2024-09-28,168.26
C075,1489,2025-06-09,1069.57
C069,1490,2024-09-20,1637.22
C006,1491,2025-07-05,916.94
C042,1492,2025-12-15,1569.36
C012,1493,2025-01-13,1279.01
C010,1494,2025-07-07,1769.18
C068,1495,2025-10-04,1956.84
C082,1496,2025-06-04,1512.42
C018,1497,2024-10-20,165.09
C084,1498,2025-12-16,1297.99
C080,1499,2025-07-28,1830.16
C099,1500,2025-10-31,992.35
C054,1501,2025-12-31,840.05
C058,1502,2025-01-21,1619.25
C047,1503,2025-09-29,407.88
C038,1504,2025-11-28,1653.69
C052,1505,2025-01-05,1788.46
C028,1506,2025-07-25,98.45
C089,1507,2025-11-15,989.81
C012,1508,2025-04-23,751.94
C083,1509,2025-02-11,680.87
C052,1510,2025-11-05,1695.06
C082,1511,2025-08-01,388.88
C014,1512,2025-02-04,992.54
C026,1513,2024-01-05,361.62
C041,1514,2024-02-19,647.55
C081,1515,2025-11-18,1352.51
C080,1516,2025-04-23,1290.03
C020,1517,2024-06-21,841.7
C026,1518,2025-09-16,617.38
C073,1519,2025-11-26,1741.56
C014,1520,2025-05-10,357.86
C022,1521,2025-01-04,1343.37
C085,1522,2024-04-04,1103.21
C071,1523,2024-11-20,506.03
C016,1524,2025-10-26,672.86
C033,1525,2025-05-30,1060.53
C095,1526,2025-12-09,430.96
C011,1527,2025-04-09,522.33
C018,1528,2025-09-07,701.05
C063,1529,2025-03-12,1560.1
C030,1530,2025-05-16,1311.09
C073,1531,2025-07-26,1216.11
C038,1532,2025-03-13,1720.88
C026,1533,2025-12-17,735.01
C002,1534,2024-11-03,818.96
C061,1535,2024-06-25,1044.4
C031,1536,2025-01-14,1858.05
C014,1537,2024-08-30,1551.85
C046,1538,2024-03-05,123.12
C070,1539,2024-09-06,368.45
C068,1540,2024-11-15,1776.49
C095,1541,2025-09-28,240.68
C062,1542,2025-07-03,1550.75
C100,1543,2024-01-20,375.06
C018,1544,2025-10-08,1077.03
C095,1545,2025-05-11,386.12
C029,1546,2024-11-25,203.4
C028,1547,2024-04-23,1018.47
C060,1548,2025-07-28,1081.28
C075,1549,2024-03-18,399.27
C008,1550,2025-01-09,1750.87
C085,1551,2024-09-23,1676.84
C029,1552,2024-09-04,1857.41
C026,1553,2025-09-23,477.54
C007,1554,2025-03-23,1395.81
C014,1555,2025-08-26,1485.65
C099,1556,2024-01-11,1179.38
C016,1557,2025-01-06,768.38
C061,1558,2025-12-04,1568.16
C077,1559,2025-09-25,1545.27
C075,1560,2025-04-24,1414.29
C087,1561,2025-03-04,461.54
C062,1562,2025-10-09,556.11
C065,1563,2024-06-08,1981.3
C068,1564,2025-09-13,1330.43
C023,1565,2025-06-11,415.71
C049,1566,2024-06-12,1806.25
C099,1567,2025-09-26,1744.76
C062,1568,2024-08-22,1727.17
C008,1569,2025-08-23,57.17
C100,1570,2024-12-30,1466.1
C079,1571,2025-04-13,762.36
C043,1572,2025-06-05,1681.87
C002,1573,2025-06-21,837.84
C008,1574,2024-11-12,329.12
C031,1575,2025-09-19,407.61
C046,1576,2025-05-03,1611.84
C039,1577,2024-08-21,767.19
C015,1578,2025-01-20,825.64
C093,1579,2025-02-15,378.33
C027,1580,2025-06-18,1512.97
C039,1581,2025-04-11,411.45
C057,1582,2024-09-24,1354.46
C065,1583,2024-01-05,1611.76
C065,1584,2025-09-27,939.94
C095,1585,2025-12-23,340.52
C093,1586,2025-08-16,682.72
C067,1587,2025-05-14,1693.71
C005,1588,2024-01-15,1082.28
C056,1589,2025-01-22,467.01
C099,1590,2025-07-29,701.44
C016,1591,2025-12-11,1141.48
C002,1592,2025-05-26,460.43
C080,1593,2024-07-11,1506.36
C017,1594,2024-11-26,66.27
C079,1595,2024-03-14,1288.12
C004,1596,2024-08-02,1603.37
C033,1597,2025-11-04,1379.66
C085,1598,2025-07-28,688.22
C017,1599,2025-06-07,1811.51
C033,1600,2024-01-23,751.31
C001,1601,2024-08-12,327.63
C069,1602,2024-08-21,58.93
C043,1603,2024-05-24,1578.94
C011,1604,2024-02-24,91.7
C057,1605,2025-01-07,1591.09
C062,1606,2024-04-08,720.13
C085,1607,2025-10-25,1867.03
C034,1608,2025-08-22,1530.33
C093,1609,2024-01-23,468.78
C077,1610,2025-08-25,153.47
C013,1611,2025-05-10,1524.79
C001,1612,2025-03-01,1906.69
C022,1613,2024-12-20,640.54
C042,1614,2025-07-13,1621.95
C091,1615,2025-06-29,1604.79
C061,1616,2024-02-19,1762.27
C085,1617,2025-12-01,1063.69
C099,1618,2025-07-09,123
C029,1619,2024-01-02,1209.79
C073,1620,2025-03-27,727.18
C064,1621,2025-10-18,494.02
C045,1622,2025-12-14,98.56
C090,1623,2024-10-11,1593.51
C053,1624,2024-01-18,1055.79
C099,1625,2025-10-03,1383.77
C014,1626,2024-01-28,1756.35
C086,1627,2025-04-19,1805.72
C099,1628,2024-01-10,1262.75
C030,1629,2024-09-09,730.21
C018,1630,2024-11-16,578.3
C080,1631,2024-08-15,1776.56
C094,1632,2024-10-07,775.37
C024,1633,2024-10-04,1009.06
C030,1634,2025-07-15,1663.27
C026,1635,2025-04-12,1093.39
C092,1636,2025-12-06,430.7
C058,1637,2025-03-27,1946.27
C064,1638,2024-08-07,1397.6
C053,1639,2024-11-01,1169.74
C049,1640,2024-12-27,1743.54
C070,1641,2024-06-18,1398.77
C018,1642,2025-07-17,1539.83
C059,1643,2025-07-04,1211.08
C004,1644,2025-07-21,1540.47
C093,1645,2025-05-31,1221.9
C093,1646,2024-10-16,1845.25
C019,1647,2025-12-16,275.2
C078,1648,2024-03-24,737.86
C068,1649,2024-01-14,1674.87
C019,1650,2024-02-02,915.68
C052,1651,2024-06-27,1009.72
C032,1652,2025-10-21,176.11
C090,1653,2025-09-08,577.04
C085,1654,2024-11-03,1826.37
C029,1655,2025-02-13,217.69
C024,1656,2024-07-08,750.95
C100,1657,2025-09-11,1326.43
C041,1658,2025-08-27,1562.67
C076,1659,2025-11-29,1042.3
C063,1660,2025-10-14,1489.16
C019,1661,2025-11-19,1229.94
C035,1662,2025-06-23,1772.93
C072,1663,2024-08-12,1830.8
C017,1664,2024-12-25,341.46
C092,1665,2025-12-24,592.17
C028,1666,2025-09-07,131.99
C011,1667,2025-05-09,756.48
C031,1668,2025-04-12,1548.62
C028,1669,2025-07-14,990.38
C077,1670,2024-05-25,682.08
C046,1671,2025-12-16,928.13
C014,1672,2024-11-18,146.82
C049,1673,2024-08-01,1224.17
C058,1674,2024-09-29,126.27
C074,1675,2025-04-14,1939.77
C078,1676,2025-10-12,1989.68
C057,1677,2025-07-17,731.66
C068,1678,2024-12-11,1711.85
C080,1679,2025-01-04,204.88
C034,1680,2024-08-10,1793.52
C020,1681,2024-09-23,1047.47
C044,1682,2025-10-14,1392.51
C076,1683,2024-05-06,590.74
C062,1684,2025-07-23,402.2
C093,1685,2025-03-02,1508.95
C062,1686,2024-10-01,120
C097,1687,2025-01-14,370.48
C057,1688,2025-01-23,1500.98
C100,1689,2024-07-13,1012.61
C044,1690,2024-12-05,324.09
C084,1691,2024-07-18,1498.75
C019,1692,2025-01-14,180.32
C051,1693,2024-07-16,212.15
C006,1694,2024-01-18,1908.6
C039,1695,2025-07-24,114.69
C085,1696,2025-07-31,1000.09
C066,1697,2024-10-15,1100.91
C010,1698,2025-09-30,1278.21
C041,1699,2024-10-12,1703.34
C017,1700,2024-08-30,1382.8
C081,1701,2025-08-02,1395.15
C014,1702,2025-11-17,74.93
C035,1703,2025-08-11,775.29
C031,1704,2025-02-19,1433.04
C003,1705,2025-07-23,394.95
C038,1706,2025-03-22,239.94
C083,1707,2024-01-19,1320.99
C009,1708,2024-04-04,250.55
C009,1709,2025-11-23,1687.39
C060,1710,2025-04-03,1331.09
C087,1711,2024-08-15,1508.57
C041,1712,2025-05-18,646.5
C050,1713,2025-10-17,1974.66
C094,1714,2024-06-10,276.56
C043,1715,2025-01-15,172.65
C040,1716,2025-03-08,1566.98
C083,1717,2025-03-22,1806.11
C014,1718,2024-05-30,1275.59
C085,1719,2024-01-29,86.88
C070,1720,2025-01-03,1392.31
C086,1721,2025-11-24,1990.48
C052,1722,2025-09-02,1937.83
C039,1723,2024-04-06,844.58
C012,1724,2025-05-25,908.47
C003,1725,2025-07-29,115.33
C083,1726,2025-10-17,339.11
C083,1727,2024-10-14,798.38
C041,1728,2024-07-03,1389.45
C068,1729,2024-05-26,819.41
C031,1730,2025-01-27,337.32
C018,1731,2025-08-22,1938.89
C042,1732,2024-02-24,1623.13
C014,1733,2025-03-16,1628.2
C085,1734,2024-04-21,1055.32
C079,1735,2024-08-24,798.13
C098,1736,2025-12-27,1886.84
C074,1737,2024-04-23,291.7
C030,1738,2025-04-23,1871.32
C083,1739,2024-01-27,381.06
C062,1740,2025-01-20,111.5
C010,1741,2025-10-04,136.72
C015,1742,2025-04-08,386.42
C002,1743,2025-08-15,1941.41
C092,1744,2024-06-02,816.27
C003,1745,2024-04-11,283.89
C004,1746,2025-04-21,1498.66
C074,1747,2025-09-11,533.54
C057,1748,2024-02-06,1952.24
C025,1749,2025-12-05,1294.56
C008,1750,2024-12-05,1046.75
C064,1751,2024-06-05,1311.1
C032,1752,2024-01-10,1020.11
C063,1753,2025-06-23,1780.65
C040,1754,2025-11-09,1542.17
C037,1755,2024-09-24,1550.91
C053,1756,2024-12-24,703.84
C081,1757,2024-01-23,1099.66
C055,1758,2024-12-27,1309.37
C030,1759,2024-02-01,1671.52
C082,1760,2024-05-23,361.29
C098,1761,2024-06-26,1979.22
C043,1762,2025-10-21,1699.59
C017,1763,2024-12-12,1801.31
C088,1764,2025-10-03,65.55
C011,1765,2025-08-11,672.25
C053,1766,2024-04-06,172.85
C005,1767,2025-01-29,1641.98
C012,1768,2024-10-29,1519.76
C025,1769,2025-06-10,1136.92
C017,1770,2025-12-09,1263
C067,1771,2024-08-22,1366.01
C062,1772,2024-07-19,51.51
C080,1773,2025-07-01,1296.49
C089,1774,2025-12-22,980.62
C029,1775,2025-01-22,1150.98
C058,1776,2025-03-16,534.07
C040,1777,2024-04-01,315.29
C040,1778,2024-12-17,112.81
C064,1779,2025-08-10,1727.51
C020,1780,2024-02-25,72.14
C029,1781,2025-10-25,145.67
C021,1782,2025-10-24,1336.27
C045,1783,2024-03-12,1594.38
C084,1784,2025-06-12,814.14
C001,1785,2025-09-18,1376.63
C022,1786,2024-01-24,1410.95
C007,1787,2025-01-28,1349.44
C097,1788,2025-09-12,461.67
C017,1789,2024-07-13,1986.29
C046,1790,2025-07-26,1303.8
C089,1791,2025-06-19,440.59
C035,1792,2024-09-04,395.46
C020,1793,2024-09-30,1366.58
C086,1794,2025-05-08,1665.2
C004,1795,2024-08-07,556.92
C091,1796,2025-10-15,620.54
